0.23718,0.34997,0.59849
0.23718,0.34997,0.59849
0.23718,0.34997,0.59849
0.23718,0.34997,0.59849
0.23718,0.34997,0.59849
0.23718,0.34997,0.59849
0.23718,0.34997,0.59849
0.23718,0.34997,0.59849
0.23718,0.34997,0.59849
0.457,0.57912,0.85084
0.23718,0.34997,0.59849
0.23718,0.34997,0.59849
0.23718,0.34997,0.59849
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.56534,0.73524,0.96862
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.457,0.57912,0.85084
0.23718,0.34997,0.59849
