0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.03549,0.078139,0.13122,0.19266,0.26196,0.33692,0.41648,0.50351,0.59345,0.65397,0.71449,0.79651,0.88096,0.96862
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.029313,0.064914,0.10874,0.16126,0.22215,0.2844,0.35049,0.42128,0.49384,0.56176,0.62968,0.70004,0.77335,0.85084
0.015843,0.03411,0.062745,0.10017,0.14625,0.19443,0.24591,0.29993,0.35763,0.40177,0.44591,0.4967,0.55115,0.59849
